Price,BHK,beds,baths,balcony,covered-parking,Carpet Area,Developer,Project,Floor,Transaction type,Status,Lifts,Address,Furnishing,Flooring,Water Availability,Status of Electricity
₹22.5 Lac, 550 Sq-ft  2 ,2Beds,2Baths,1Balcony,1 Covered Parking,521,,,2 (Out of 4 Floors),Resale,Ready to Move,,"Vani vihar Uttam nagar, Uttam Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹32.0 Lac,2 ,2Beds,2Baths,1Balcony,,630,,,1 (Out of 3 Floors),Resale,Ready to Move,,"Uttam Nagar, New Delhi - West, Delhi NCR",Unfurnished,Vitrified,24 Hours Available,No/Rare Powercut
₹5.0 Cr,3 ,3Beds,2Baths,1Balcony,,1050,,,Ground (Out of 4 Floors),Resale,Ready to Move,,"House no 76 Left Side Block A Malviya Nagar New Delhi, Malviya Nagar, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹55.0 Lac,2 ,2Beds,2Baths,,,800,,,4 (Out of 4 Floors),Resale,Ready to Move,,"Jeevan Park, New Delhi - West, Delhi NCR",Unfurnished,"Vitrified, Marble",,
₹46.0 Lac, 1200 Sq-ft  3 ,3Beds,2Baths,,1 Covered Parking,980,,,1 (Out of 4 Floors),New Property,Ready to Move,,"Uttam Nagar, New Delhi - West, Delhi NCR",Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹1.25 Cr,3 ,3Beds,3Baths,1Balcony,,1590,,,2 (Out of 4 Floors),Resale,Ready to Move,,"A111 Second Floor Front Side Janakpuri New Delhi58., Janakpuri, New Delhi - West, Delhi NCR",Unfurnished,"Vitrified, Marble",,
₹2.40 Cr, 2200 Sq-ft  3 ,3Beds,5Baths,1Balcony,,2300,,,Ground (Out of 4 Floors),Resale,Ready to Move,,"Dakshini Pitampura, New Delhi - West, Delhi NCR",Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹2.12 Cr,3 ,3Beds,3Baths,,,1250,Delhi Development Authority DDA,DDA Green Valley Apartments,Ground (Out of 4 Floors),Resale,Ready to Move,,"B3B61A, Janakpuri, New Delhi - West, Delhi NCR",Unfurnished,Vitrified,,
₹85.0 Lac,3 ,3Beds,2Baths,,,900,Cooperative Group Housing Society,Hari Enclave,1 (Out of 4 Floors),Resale,Ready to Move,,"Hari Nagar, Hari Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹2.90 Cr,3 ,3Beds,2Baths,4Balconies,,892,Unity Group,Unity the Amaryllis,4 (Out of 12 Floors),New Property,Ready to Move,,"10-a., Karol Bagh, New Delhi - Central, Delhi NCR",Semi-Furnished,"Wooden, Ceramic Tiles",,
₹2.31 Cr,3 ,3Beds,3Baths,1Balcony,,1300,,,2 (Out of 4 Floors),New Property,Ready to Move,,"Outram Lines, New Delhi - North, Delhi NCR",Unfurnished,Marble,,
₹79.0 Lac,2 ,2Beds,2Baths,,,900,,,2 (Out of 3 Floors),Resale,Ready to Move,,"7 15    2nd floor subhash nagar, Subhash Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,6 Hours Available,No/Rare Powercut
₹45.0 Lac,3 ,3Beds,2Baths,1Balcony,,810,,,3 (Out of 4 Floors),Resale,Ready to Move,,"E-90, uttam nagar west, baludhyan road, new delhi., Uttam Nagar West, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Normal Tiles/Kotah Stone",,
₹8.50 Cr,3 ,3Beds,4Baths,1Balcony,,3500,,,,Resale,Ready to Move,,"Villa no. 32 B Empire Estate Sultanpur New Delhi, Sultanpur, New Delhi - South, Delhi NCR",Furnished,"Wooden, Marble",,
₹32.0 Lac,2 ,2Beds,2Baths,1Balcony,,62sqyrd,,,1 (Out of 4 Floors),Resale,Ready to Move,,"C14 Mansa Ram Park Pillar no 750 Uttam Nagar, Mansa Ram Park, New Delhi - West, Delhi NCR",Semi-Furnished,Granite,24 Hours Available,No/Rare Powercut
₹1.35 Cr,3 ,3Beds,3Baths,,,1150,,,2 (Out of 4 Floors),Resale,Ready to Move,,"A180 1 Second floor Fateh Nagar New Delhi, Fateh Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹80.0 Lac,2 ,2Beds,2Baths,,,92sqyrd,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Subhash Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹1.20 Cr,2 ,2Beds,2Baths,,,900,,,3 (Out of 3 Floors),Resale,Ready to Move,,"House no 5B Block 2 Jangpura A New Delhi, Jangpura A, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹92.0 Lac, 800 Sq-ft  2 ,2Beds,,,,750,,,3 (Out of 3 Floors),Resale,Ready to Move,,"Pocket H18, Flat no 7, Lotus APartment, Sector 7, Rohini, Sector 7 Rohini, New Delhi - Rohini, Delhi NCR",Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹2.10 Cr,3 ,3Beds,3Baths,1Balcony,,2050,Delhi Development Authority DDA,DDA Taj View Apartment,3 (Out of 4 Floors),Resale,Ready to Move,,"160 SFS DDA Taj View Apartment Sec 22  Pocket 1, Dwarka Sector 22, New Delhi, Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,"Vitrified, Marble",,
₹1.0 Cr,2 ,2Beds,2Baths,,,930,Shivansh Infratech Pvt. Ltd.,Vishal Apartment,Ground (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, Vasundhara Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut
₹8.85 Cr,3 ,3Beds,4Baths,2Balconies,2 Covered Parking,1650,,,3 (Out of 4 Floors),Resale,Ready to Move,,"House no 31 Block 2 Shanti Niketan New Delhi, Shanti Niketan, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹42.0 Lac,2 ,2Beds,,,,50sqyrd,,,Ground (Out of 4 Floors),Resale,Ready to Move,,"House No. 508 Ground Floor* *Paschim Puri Pocket 1* *New Delhi 110063*, Paschimpuri, New Delhi - West, Delhi NCR",,Marble,24 Hours Available,No/Rare Powercut
₹35.0 Lac,3 ,3Beds,2Baths,1Balcony,,90sqyrd,,,3 (Out of 4 Floors),Resale,Ready to Move,,"Vani Vihar O-Block Extn Uttam Nagar, Uttam Nagar, New Delhi - West, Delhi NCR",Unfurnished,"Vitrified, Marble",,
₹1.05 Cr,3 ,3Beds,,1Balcony,,1000,Delhi Development Authority DDA,DDA Shiva Apartments,3 (Out of 3 Floors),Resale,Ready to Move,,"Rohini Sector 4, Sector 4 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹1.80 Cr, 1500 Sq-ft  3 ,3Beds,2Baths,,,1200,,,Ground (Out of 4 Floors),Resale,Ready to Move,,"Flat no. 05 DDA Flats Pocket L Sarita Vihar New Delhi, Sarita Vihar, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹30.0 Lac,2 ,2Beds,,,,665,,,2 (Out of 3 Floors),Resale,Ready to Move,,"83-84A  2nd FLOOR JAIN ROAD  DWARKA MORE, Dwaraka More, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble",24 Hours Available,No/Rare Powercut
₹62.0 Lac,3 ,3Beds,2Baths,,,900,,,2 (Out of 2 Floors),Resale,Ready to Move,,"87-A, Lane number-5, East Laxmi Market, Laxmi Nagar, New Delhi - East, Delhi NCR",Unfurnished,Normal Tiles/Kotah Stone,,
₹2.15 Cr,2 ,2Beds,2Baths,2Balconies,,900,Cooperative Group Housing Society,Narmada Apartment,2 (Out of 2 Floors),Resale,Ready to Move,,"Narmada Apartment, Alaknanda, New Delhi, Alaknanda, New Delhi - South, Delhi NCR",Unfurnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹50.0 Lac,2 ,2Beds,,1Balcony,,495,,,2 (Out of 3 Floors),Resale,Ready to Move,,"T-Block, Rajouri Garden, New Delhi, Rajouri Garden, New Delhi - West, Delhi NCR",Furnished,Marble,,
₹97.0 Lac,2 ,2Beds,2Baths,1Balcony,,1200,,,1 (Out of 2 Floors),Resale,Ready to Move,,"B-824., GD Colony, New Delhi - East, Delhi NCR",Unfurnished,"Mosaic, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹36.0 Lac,2 ,2Beds,2Baths,1Balcony,,75sqyrd,,,4 (Out of 4 Floors),Resale,Ready to Move,,"Vishwas Park Uttam Nagar, Near Aakash hospital, Uttam Nagar, New Delhi - West, Delhi NCR",Unfurnished,,,
₹42.0 Lac,2 ,2Beds,2Baths,,1 Covered Parking,72sqyrd,,,1 (Out of 4 Floors),New Property,Ready to Move,,"wz-495A1, Gali No-1, Raj Nagar Part 1 Near Railway Fatak Plam New Delhi-110077, Raj Nagar 1, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Ceramic Tiles",24 Hours Available,No/Rare Powercut
₹2.75 Cr,3 ,3Beds,3Baths,1Balcony,2 Covered Parking,1650,,,3 (Out of 4 Floors),Resale,Ready to Move,,"C-12 west portion rana pratap bagh., Rana Pratap Bagh, New Delhi - North, Delhi NCR",Semi-Furnished,"Vitrified, Marble",24 Hours Available,No/Rare Powercut
₹81.0 Lac,2 ,2Beds,,1Balcony,,60sqyrd,,,Ground (Out of 1 Floors),Resale,Ready to Move,,"Kiran Garden, New Delhi - West, Delhi NCR",Unfurnished,Marble,,
₹89.0 Lac,2 ,2Beds,2Baths,,1 Covered Parking,1000,Delhi Development Authority DDA,DDA Flats Pocket 5,3 (Out of 3 Floors),Resale,Ready to Move,,"MIG DDA Flats pocket 5 Mayur vihar phase 3, Mayur Vihar 3, New Delhi - East, Delhi NCR",Semi-Furnished,,24 Hours Available,No/Rare Powercut
₹1.60 Cr, 1400 Sq-ft  3 ,3Beds,2Baths,1Balcony,,1400,,,2 (Out of 2 Floors),Resale,Ready to Move,,"284, 2nd Floor, Shakti Nagar, New Delhi - North, Delhi NCR",Furnished,,,
₹55.5 Lac,3 ,3Beds,2Baths,,,850,,,1 (Out of 3 Floors),Resale,Ready to Move,,"G-1 376 First Floor Daal Mill Road, Uttam Nagar, Delhi West, Uttam Nagar West, New Delhi - West, Delhi NCR",Unfurnished,Marble,,
₹4.15 Cr,3 ,3Beds,3Baths,2Balconies,,2000,,,Ground (Out of 3 Floors),Resale,Ready to Move,,"House no 17 Block Z Hauz Khas New Delhi, Hauz Khas, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",,
₹22.0 Lac,2 ,2Beds,,1Balcony,,500,,RWA Subhash Park,1 (Out of 4 Floors),Resale,Ready to Move,,"Uttam Nagar West, Uttam Nagar West, New Delhi - West, Delhi NCR",Unfurnished,Vitrified,,
₹2.50 Cr,2 ,2Beds,2Baths,,,1250,,Kailash Apartments,2 (Out of 5 Floors),Resale,Ready to Move,,"B26 Kailash Apartments, Greater Kailash, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹55.0 Lac,3 ,3Beds,2Baths,,,741,,,1 (Out of 3 Floors),Resale,Ready to Move,,"3A13, Sri Nagar Colony, Near Village Sindhora Kalan, Ashok Vihar Road, opposite Raju Chat Bhandar, near Dr. J.S.Monga c, Shree Nagar Colony, New Delhi, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹3.35 Cr, 1900 Sq-ft  3 ,3Beds,3Baths,1Balcony,,1600,,,Ground (Out of 7 Floors),Resale,Ready to Move,2.0,"Flat no. 003 Sarva Priya Apartment Sarvapriya Vihar New Delhi, Sarvapriya Vihar, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹41.0 Lac,2 ,2Beds,2Baths,1Balcony,1 Covered Parking,850,,,3 (Out of 4 Floors),Resale,Ready to Move,,"S65, Third floor Sombazar sardarji paneerwale South Anarkali East Delhi 110051, Anarkali Colony South, New Delhi - East, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹35.0 Lac,3 ,3Beds,2Baths,,1 Covered Parking,70sqyrd,,,2 (Out of 3 Floors),Resale,Ready to Move,,"Uttam Nagar, Sanjay Enclave, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Ceramic Tiles",24 Hours Available,No/Rare Powercut
₹2.40 Cr,3 ,3Beds,3Baths,3Balconies,1 Covered Parking,1500,Cooperative Group Housing Society,Lords Apartments,1 (Out of 10 Floors),Resale,Ready to Move,2.0,"Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",Furnished,Granite,24 Hours Available,No/Rare Powercut
₹1.25 Cr, 1100 Sq-ft  3 ,3Beds,2Baths,,,1000,,,2 (Out of 3 Floors),Resale,Ready to Move,,"Shalimar Bagh West Block CB, New Delhi - North, Delhi NCR",Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹1.10 Cr,2 ,2Beds,2Baths,1Balcony,,1000,R.K.A. Ltd.,Vidya Vihar Apartment,4 (Out of 4 Floors),Resale,Ready to Move,,"Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",Unfurnished,"Marble, Normal Tiles/Kotah Stone",,
₹2.50 Cr,3 ,3Beds,3Baths,2Balconies,,1610,Cooperative Group Housing Society,State Bank Nagar,2 (Out of 3 Floors),Resale,Ready to Move,,"house no 21, 2nd floor, state bank nagar, paschim vihar, new delhi-110085, Paschim Vihar, New Delhi - West, Delhi NCR",Unfurnished,"Vitrified, Marble",,
₹2.0 Cr,3 ,3Beds,2Baths,2Balconies,1 Covered Parking,120sqyrd,,,1 (Out of 4 Floors),Resale,Ready to Move,,"B5 Block  142 UG Floor  Paschim Vihar, Paschim Vihar Block B5, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Marble",24 Hours Available,No/Rare Powercut
₹24.0 Lac,2 ,2Beds,,1Balcony,,55sqyrd,,,3 (Out of 3 Floors),Resale,Ready to Move,,"Uttam Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Ceramic Tiles",24 Hours Available,No/Rare Powercut
₹1.0 Cr,2 ,2Beds,2Baths,,,900,,,Ground (Out of 4 Floors),Resale,Ready to Move,,"House no 136 Vinobapuri Lajpat Nagar New Delhi, Lajpat Nagar, New Delhi - South, Delhi NCR",Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",,
₹32.0 Lac, 68 Sq-yrd  2 ,2Beds,2Baths,1Balcony,,63sqyrd,,,2 (Out of 4 Floors),Resale,Ready to Move,,"Mahavir Enclave Part 1, New Delhi - West, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹1.20 Cr,3 ,3Beds,2Baths,,1 Covered Parking,970,Shantidoot Co Operative Group Housing Society Ltd.,Shantidoot Apartment,2 (Out of 4 Floors),Resale,Ready to Move,,"Vasundhara Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,,24 Hours Available,No/Rare Powercut
₹1.35 Cr,3 ,3Beds,3Baths,1Balcony,,1125,,,3 (Out of 4 Floors),Resale,Ready to Move,,"D Block 59 2nd floor, Vikaspuri, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Marble",24 Hours Available,No/Rare Powercut
₹55.0 Lac, 445 Sq-ft  2 ,2Beds,2Baths,1Balcony,,390,,,2 (Out of 4 Floors),New Property,Ready to Move,,"House no. 1182 Arjun Nagar Kotla Mubarak Pur New Delhi, Kotla Mubarakpur, New Delhi - South, Delhi NCR",Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",,
₹85.0 Lac,2 ,2Beds,2Baths,,,800,Cooperative Group Housing Society,Deluxe Apartment,1 (Out of 4 Floors),New Property,Ready to Move,,"21 Deluxe Apartments Vasundhara Enclave New Delhi, Vasundhara Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,Granite,,
₹51.0 Lac,3 ,3Beds,2Baths,1Balcony,1 Covered Parking,87sqyrd,,Shubh Apartment,2 (Out of 4 Floors),Resale,Ready to Move,,"RZF 904 13, FLAT no 103, LAL Bahadur Sastri Marg, Rajnagar Part 2, New Delhi 110077, Palam Colony, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut
₹54.5 Lac,3 ,3Beds,2Baths,1Balcony,,850,Cooperative Group Housing Society,Shivlok Apartment,3 (Out of 4 Floors),Resale,Ready to Move,,"Dwarka Sector 6, Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,"Vitrified, Ceramic Tiles, Marble",,
₹42.0 Lac,2 ,2Beds,2Baths,1Balcony,,75sqyrd,,,3 (Out of 3 Floors),Resale,Ready to Move,,"Old Mahavir Nagar, New Delhi - West, Delhi NCR",Unfurnished,Marble,,
₹90.0 Lac,2 ,2Beds,2Baths,,1 Covered Parking,900,,,4 (Out of 4 Floors),Resale,Ready to Move,,"Shalimar bagh, New Delhi - North, Delhi NCR",Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹70.0 Lac,2 ,2Beds,2Baths,1Balcony,,950,,,2 (Out of 2 Floors),Resale,Ready to Move,,"New Mahavir Nagar, New Delhi - West, Delhi NCR",Furnished,"Vitrified, Marble",12 Hours Available,No/Rare Powercut
₹28.0 Lac,2 ,2Beds,2Baths,1Balcony,,550,,,2 (Out of 4 Floors),Resale,Ready to Move,,"balbir nagar shahdara, Balbir Nagar, New Delhi - East, Delhi NCR",Unfurnished,Normal Tiles/Kotah Stone,,
₹2.90 Cr, 2200 Sq-ft  3 ,3Beds,3Baths,1Balcony,,1900,,,2 (Out of 5 Floors),Resale,Ready to Move,,"House No 2 Sirifort Road New Delhi, Siri Fort Road, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹1.30 Cr,3 ,3Beds,2Baths,,3 Covered Parking,1150,Delhi Development Authority DDA,DDA Flats Pocket 6,Ground (Out of 4 Floors),Resale,Ready to Move,,"Mayur Vihar 3, New Delhi - East, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut
₹33.0 Lac,2 ,2Beds,2Baths,1Balcony,1 Covered Parking,651,,,1 (Out of 4 Floors),Resale,Ready to Move,,"House no 68 Block C Flat no. 102 Shiv Ganga Apartment Rajpur Khurd Extension New Delhi., Rajpur Khurd Extension, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹32.0 Lac, 100 Sq-yrd  3 ,3Beds,2Baths,,1 Covered Parking,95sqyrd,,,3 (Out of 4 Floors),Resale,Ready to Move,,"vipin garden, Dwarka Mor, New Delhi - West, Delhi NCR",Semi-Furnished,"Wooden, Marble, Granite",24 Hours Available,No/Rare Powercut
₹33.0 Lac,2 ,2Beds,2Baths,1Balcony,,450,,,Ground (Out of 1 Floors),Resale,Ready to Move,,"RZ-D 73 gali no 3 jai vihar najafgarh near Bala Ji Mandir 25 foot road magal bazar, Jai Vihar, New Delhi - West, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut
₹3.25 Cr,3 ,3Beds,3Baths,3Balconies,,1000,,,2 (Out of 3 Floors),Resale,Ready to Move,,"House no 252 Block E Greater Kailash 1 New Delhi, GK I, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹1.85 Cr,3 ,3Beds,2Baths,,,1000,Cooperative Group Housing Society,Parvana Vihar,Ground (Out of 4 Floors),Resale,Ready to Move,,"Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹2.20 Cr,3 ,3Beds,2Baths,2Balconies,,1600,,,2 (Out of 2 Floors),Resale,Ready to Move,,"Jagriti enclave, Jagriti Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹1.35 Cr, 1160 Sq-ft  2 ,2Beds,,1Balcony,,740,,,4 (Out of 4 Floors),Resale,Ready to Move,,"Rail Vihar, Parwana Road, Pitampura, Pitampura, New Delhi - West, Delhi NCR",Unfurnished,"Vitrified, Marble",,
₹58.0 Lac,3 ,3Beds,2Baths,1Balcony,,800,,,4 (Out of 4 Floors),Resale,Ready to Move,,"G2122 gali no 39 parking floors Near AAP MLA office Mahendra park Adarsh Nagar Delhi, Sanjay Nagar, New Delhi - North, Delhi NCR",Unfurnished,"Marble, Normal Tiles/Kotah Stone",,
₹1.80 Cr,3 ,3Beds,3Baths,,,1300,,,3 (Out of 5 Floors),Resale,Ready to Move,,"BLOCK 3, SECOND FLOOR, OLD RAJENDRA NAGAR, NEW DELHI, Old Rajendra Nagar, New Delhi - Central, Delhi NCR",Furnished,Marble,24 Hours Available,No/Rare Powercut
₹1.10 Cr,2 ,2Beds,2Baths,,,900,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Geeta Colony, New Delhi - East, Delhi NCR",Unfurnished,,,
₹24.0 Lac,2 ,2Beds,,1Balcony,1 Covered Parking,50sqyrd,,,2 (Out of 3 Floors),Resale,Ready to Move,,"B Block, Vishwas Park, Uttam Nagar, New Delhi - West, Delhi NCR",Furnished,"Ceramic Tiles, Marble",,
₹1.25 Cr,2 ,2Beds,2Baths,,,850,,,3 (Out of 3 Floors),Resale,Ready to Move,,"Dilshad Garden, New Delhi - East, Delhi NCR",Furnished,,,
₹32.0 Lac,2 ,2Beds,2Baths,1Balcony,,70sqyrd,,,2 (Out of 3 Floors),Resale,Ready to Move,,"Santosh Park, Uttam Nagar, Uttam Nagar East, New Delhi - West, Delhi NCR",Unfurnished,"Ceramic Tiles, Marble, Granite",,
₹60.0 Lac,2 ,2Beds,2Baths,,,630,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Sector 22 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,,24 Hours Available,
₹3.0 Cr,3 ,3Beds,3Baths,4Balconies,,400sqyrd,,,,Resale,Ready to Move,,"A 22 a., Sat Bari, New Delhi - South, Delhi NCR",Unfurnished,"Ceramic Tiles, Marble",,No/Rare Powercut
₹2.25 Cr,3 ,3Beds,3Baths,2Balconies,1 Covered Parking,1802,,,2 (Out of 4 Floors),New Property,Ready to Move,,"vikaspuri, Vikaspuri Block M, New Delhi - West, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹25.0 Lac,2 ,2Beds,2Baths,,,400,,,1 (Out of 2 Floors),Resale,Ready to Move,,"Hastsal, New Delhi - West, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut
₹50.0 Lac, 675 Sq-ft  3 ,3Beds,2Baths,1Balcony,,412,,,2 (Out of 4 Floors),Resale,Ready to Move,,"House no 261 A Block RZ Gali Number 19 Tughlakabad Extension New Delhi, Tughlakabad Extension, New Delhi - South, Delhi NCR",Unfurnished,Marble,24 Hours Available,No/Rare Powercut
₹9.50 Cr,3 ,3Beds,4Baths,3Balconies,,2000,,,Ground (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, Defence Colony, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹2.80 Cr,3 ,3Beds,3Baths,3Balconies,1 Covered Parking,2100,,RWA Jasola,3 (Out of 3 Floors),Resale,Ready to Move,,"pocket 2, Jasola, New Delhi - South, Delhi NCR",Semi-Furnished,"Wooden, Marble",24 Hours Available,No/Rare Powercut
₹2.25 Cr,3 ,3Beds,3Baths,2Balconies,1 Covered Parking,1200,,,Ground (Out of 4 Floors),New Property,Ready to Move,,"c r park, south delhi, Chittaranjan Park Block B, New Delhi - South, Delhi NCR",Unfurnished,Marbonite,24 Hours Available,No/Rare Powercut
₹3.50 Cr,3 ,3Beds,3Baths,3Balconies,1 Covered Parking,200sqyrd,,Vivek Appartments,2 (Out of 4 Floors),New Property,Ready to Move,,"C Block., Anand Vihar, New Delhi - East, Delhi NCR",Semi-Furnished,"Vitrified, Wooden, Ceramic Tiles, Marble, Granite, Marbonite",24 Hours Available,No/Rare Powercut
₹5.50 Cr,3 ,3Beds,4Baths,3Balconies,,300sqyrd,,,Ground (Out of 4 Floors),New Property,Ready to Move,,"A-blocks, Defence Colony, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹1.05 Cr,2 ,2Beds,2Baths,,,1125,,,1 (Out of 3 Floors),Resale,Ready to Move,,"g block, Malviya Nagar, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹2.90 Cr,3 ,3Beds,3Baths,2Balconies,,1800,,,Ground (Out of 4 Floors),Resale,Ready to Move,,"Lajpat Nagar 3, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹3.50 Cr,3 ,3Beds,3Baths,2Balconies,,1450,,,1 (Out of 4 Floors),New Property,Ready to Move,,"Q - 28, Rajouri Garden, Rajouri Garden, New Delhi - West, Delhi NCR",Semi-Furnished,,,
₹1.40 Cr,3 ,3Beds,2Baths,,,900,,,Ground (Out of 4 Floors),Resale,Ready to Move,,"Tagore Garden, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble",,
₹45.0 Lac,2 ,2Beds,,1Balcony,,625,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Vikaspuri, New Delhi - West, Delhi NCR",Semi-Furnished,,,
₹80.0 Lac,3 ,3Beds,2Baths,,1 Covered Parking,125sqyrd,,,Ground (Out of 1 Floors),Resale,Ready to Move,,"A-68347 Bakoli village, near PNB, Bakoli, New Delhi - North, Delhi NCR",Semi-Furnished,Marbonite,24 Hours Available,No/Rare Powercut
₹1.0 Cr,3 ,3Beds,2Baths,1Balcony,,900,,,1 (Out of 4 Floors),New Property,,,"190---., Arjun Nagar, New Delhi - South, Delhi NCR",Semi-Furnished,"Wooden, Ceramic Tiles, Marble",,
₹80.0 Lac,3 ,3Beds,2Baths,1Balcony,1 Covered Parking,972,,,2 (Out of 2 Floors),New Property,Ready to Move,,"Dwarka sec 23., Dwarka Sector 23B, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,"Wooden, Marble, Normal Tiles/Kotah Stone, Granite",24 Hours Available,Less Than 2 Hour Powercut
₹1.50 Cr,2 ,2Beds,2Baths,2Balconies,,900,,,2 (Out of 3 Floors),New Property,Ready to Move,,"Lajpat Nagar 1 near Central Market, Lajpat Nagar 1, New Delhi - South, Delhi NCR",Unfurnished,,,
₹43.0 Lac,2 ,2Beds,2Baths,,1 Covered Parking,800,,,1 (Out of 3 Floors),Resale,Ready to Move,,"000., Uttam Nagar West, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Mosaic, Vitrified",24 Hours Available,No/Rare Powercut
